original_filename,page,file_url,platform_link,SupplierName,InvoiceDate,InvoiceNumber,Project_Name,Total,Unit_Price,Qty,Amount,Item,Description,col1
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",$ 56.05,"4,792.0","$ 268,591.60",1,"10 "" PVC SDR 18",LF
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",$ 36.45,360.0,"$ 13,122.00",2,"8 "" PVC SDR 18",LF
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",$ 25.45,54.0,"$ 1,374.30",3,6 PVC SDR 18,LF
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",$ 13.25,156.0,"$ 2,067.00",4,"2 "" HDPE",LF
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77","$ 
$ 2,620.00 
2.045.00","22.0 
3.0","$ 
$ 57.640.00 
6.135.00","5 
6","10 "" Gate Valve & Box 
8 "" Gate Valve & Box","EA 
EA"
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77","$ 1,090.00",5.0,"$ 5,450.00",7,"10 "" x 10 "" MJ Tee",EA
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77","S 2,670.00",1.0,"$ 2,670.00",8,"10 "" x 10 "" Cut in Tee",EA
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",$ 972.00,3.0,"S 2,916.00",9,"10 "" x 8 "" MJ Tee",EA
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",$ 1.005.00,1.0,S 1.005.00,10,"10 "" x 6 "" MJ Tee 
Tee",EA
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77","S 
$ 709.00 
686.00","3.0 
3.0","S 
$ 2.127.00 
2,058.00","11 
12","8 "" x 8 "" MJ 
8 "" x6 "" MJ Tee","EA 
EA"
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",$ 622.00,3.0 6,"$ 1,866.00",13,"8 "" x 2 "" MJ Tee",EA
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",S 588.00,1.0,$ 588.00,14,"10 "" x 8 "" MJ Reducer",EA
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",S 603.00,66 3.0,"$ 1,809.00",15,"10 "" x 6 "" MJ Reducer",EA
3-25-6.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/43ff502c-1bb0-4e05-8032-f38369a17b51-1.jpeg?expires=1699312694&or=0&s=48c5698d4dbdcf8f0d6ddc170de2ade3,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/0c8942a6-7cd8-11ee-9aa5-96e0b087f49f,"DEME CONSTRUCTION , LLC",03/25/23,22004-10,Manatee County Logistics,"$ 8,204,437.77",S 447.00,1.0,S 447.00,"16 
17","8 "" x 6 "" MJ Reducer 
10 "" -90 ° MJ Bend","EA 
EA"
